"Year","State","Month","Region","Site","Lat","Long","Prevalence","MonitoringLocation","Mean.Intensity"
1993,"VA","May","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"12","RET3.2",0.12
1993,"VA","September","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"60","RET3.2",0.76
1996,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"8","RET3.2",0.08
1997,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"52","RET3.2",1.56
1998,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"88","RET3.2",1.2
1998,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"88","RET3.2",1.2
1999,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"100","RET3.2",2.84
2000,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"96","RET3.2",2.64
2001,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"96","RET3.2",3.44
2002,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"96","RET3.2",2.08
2003,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"32","RET3.2",0.4
2004,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"28","RET3.2",0.44
2005,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"12","RET3.2",0.12
2006,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"64","RET3.2",1.28
2007,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"46","RET3.2",1.125
2008,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"52","RET3.2",0.68
2013,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"28","RET3.2",0.44
2014,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"20","RET3.2",0.52
2015,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"16","RET3.2",0.32
2016,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"48","RET3.2",0.96
2017,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"40","RET3.2",0.56
2018,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"8","RET3.2",0.08
2019,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"17","RET3.2",0.32
2020,"VA","September","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"4","RET3.2",0.04
2021,"VA","September","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"12","RET3.2",0.12
2009,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"63","RET3.2",1.1
2010,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"71","RET3.2",2.2
2011,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"64","RET3.2",0.8
2012,"VA","October","RAPPAHANNOCK RIVER","BOWLERS ROCK",37.827367,-76.736333,"48","RET3.2",2.3
1990,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"96","LE3.7",1.2
1990,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"92","LE3.7",1.24
1991,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"100","LE3.7",1.64
1992,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"92","LE3.7",0.92
1993,"VA","September","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"88","LE3.7",0.96
1996,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"84","LE3.7",1.08
1997,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"52","LE3.7",0.76
1998,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"64","LE3.7",0.8
1998,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"64","LE3.7",0.8
1999,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"96","LE3.7",2.833333333
2000,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"100","LE3.7",3.4
2001,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"100","LE3.7",3.916666667
2002,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"100","LE3.7",4.12
2003,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"100","LE3.7",1.96
2004,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"88","LE3.7",2.48
2005,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"96","LE3.7",2.08
2006,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"96","LE3.7",2.4
2007,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"96","LE3.7",2.64
2008,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"96","LE3.7",3.04
2013,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"80","LE3.7",2.32
2014,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"88","LE3.7",2.041666667
2015,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"80","LE3.7",1.6
2016,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"92","LE3.7",2.52
2017,"VA","September","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"84","LE3.7",2.28
2018,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"76","LE3.7",1.96
2019,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"80","LE3.7",1.92
2020,"VA","September","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"60","LE3.7",1.16
2021,"VA","September","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"76","LE3.7",1.8
2009,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"98","LE3.7",3.1
2010,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"96","LE3.7",2.6
2011,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"83","LE3.7",2.1
2012,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"100","LE3.7",2.5
1998,"VA","October","RAPPAHANNOCK RIVER","DRUMMING GROUND",37.643883,-76.466383,"100","LE3.4",2.47826087
1998,"VA","October","RAPPAHANNOCK RIVER","DRUMMING GROUND",37.643883,-76.466383,"100","LE3.4",2.36
1999,"VA","October","RAPPAHANNOCK RIVER","DRUMMING GROUND",37.643883,-76.466383,"100","LE3.4",2.92
2000,"VA","October","RAPPAHANNOCK RIVER","DRUMMING GROUND",37.643883,-76.466383,"96","LE3.4",3.291666667
2001,"VA","October","RAPPAHANNOCK RIVER","DRUMMING GROUND",37.643883,-76.466383,"100","LE3.4",3.24
2002,"VA","October","RAPPAHANNOCK RIVER","DRUMMING GROUND",37.643883,-76.466383,"92","LE3.4",2.68
2003,"VA","October","RAPPAHANNOCK RIVER","DRUMMING GROUND",37.643883,-76.466383,"88","LE3.4",2.08
2004,"VA","October","RAPPAHANNOCK RIVER","DRUMMING GROUND",37.643883,-76.466383,"80","LE3.4",1.68
2005,"VA","October","RAPPAHANNOCK RIVER","DRUMMING GROUND",37.643883,-76.466383,"72","LE3.4",1.52
2006,"VA","October","RAPPAHANNOCK RIVER","DRUMMING GROUND",37.643883,-76.466383,"88","LE3.4",2.24
2007,"VA","October","RAPPAHANNOCK RIVER","DRUMMING GROUND",37.643883,-76.466383,"96","LE3.4",2.541666667
2008,"VA","October","RAPPAHANNOCK RIVER","DRUMMING GROUND",37.643883,-76.466383,"92","LE3.4",1.96
2013,"VA","October","RAPPAHANNOCK RIVER","DRUMMING GROUND",37.643883,-76.466383,"76","LE3.4",1.96
2014,"VA","October","RAPPAHANNOCK RIVER","DRUMMING GROUND",37.643883,-76.466383,"60","LE3.4",1.16
2015,"VA","October","RAPPAHANNOCK RIVER","DRUMMING GROUND",37.643883,-76.466383,"67","LE3.4",1.166666667
2016,"VA","October","RAPPAHANNOCK RIVER","DRUMMING GROUND",37.643883,-76.466383,"88","LE3.4",2.32
2017,"VA","October","RAPPAHANNOCK RIVER","DRUMMING GROUND",37.643883,-76.466383,"84","LE3.4",1.72
2018,"VA","October","RAPPAHANNOCK RIVER","DRUMMING GROUND",37.643883,-76.466383,"56","LE3.4",1.28
2019,"VA","October","RAPPAHANNOCK RIVER","DRUMMING GROUND",37.643883,-76.466383,"92","LE3.4",1.96
2020,"VA","September","RAPPAHANNOCK RIVER","DRUMMING GROUND",37.643883,-76.466383,"80","LE3.4",1.52
2021,"VA","September","RAPPAHANNOCK RIVER","DRUMMING GROUND",37.643883,-76.466383,"92","LE3.4",2.2
2009,"VA","October","RAPPAHANNOCK RIVER","DRUMMING GROUND",37.643883,-76.466383,"97","LE3.4",2.5
2010,"VA","October","RAPPAHANNOCK RIVER","DRUMMING GROUND",37.643883,-76.466383,"78","LE3.4",2.4
2011,"VA","October","RAPPAHANNOCK RIVER","DRUMMING GROUND",37.643883,-76.466383,"89","LE3.4",2.1
2012,"VA","October","RAPPAHANNOCK RIVER","DRUMMING GROUND",37.643883,-76.466383,"88","LE3.4",2.4
1991,"VA","October","RAPPAHANNOCK RIVER","DRUMMOND GROUND",37.643883,-76.466383,"44","LE3.4",0.56
1993,"VA","September","RAPPAHANNOCK RIVER","DRUMMOND GROUND",37.643883,-76.466383,"28","LE3.4",0.44
1996,"VA","October","RAPPAHANNOCK RIVER","DRUMMOND GROUND",37.643883,-76.466383,"64","LE3.4",1.2
1997,"VA","October","RAPPAHANNOCK RIVER","DRUMMOND GROUND",37.643883,-76.466383,"68","LE3.4",0.84
1990,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.63618,-76.54255,"4","LE3.2",0.04
1991,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.63618,-76.54255,"100","LE3.2",1.88
1992,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.63618,-76.54255,"100","LE3.2",2.28
1999,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.636183,-76.54255,"20","LE3.2",0.2
2001,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.636183,-76.54255,"16","LE3.2",0.4
2002,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.636183,-76.54255,"100","LE3.2",3.08
2003,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.636183,-76.54255,"76","LE3.2",1.8
2004,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.636183,-76.54255,"80","LE3.2",2
2005,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.636183,-76.54255,"70","LE3.2",1.4
2006,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.636183,-76.54255,"46","LE3.2",0.782608696
2008,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.636183,-76.54255,"42","LE3.2",0.833333333
2013,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.636183,-76.54255,"48","LE3.2",1.12
2014,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.636183,-76.54255,"35","LE3.2",0.956521739
2015,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.636183,-76.54255,"72","LE3.2",1.6
2016,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.636183,-76.54255,"88","LE3.2",2.4
2017,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.636183,-76.54255,"88","LE3.2",2.16
2018,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.636183,-76.54255,"67","LE3.2",1.75
2019,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.636183,-76.54255,"40","LE3.2",1.12
2020,"VA","September","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.636183,-76.54255,"72","LE3.2",1.6
2021,"VA","September","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.636183,-76.54255,"76","LE3.2",1.64
2009,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.636183,-76.54255,"46","LE3.2",1.6
2010,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.636183,-76.54255,"84","LE3.2",1.5
2011,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.636183,-76.54255,"79","LE3.2",2.6
2012,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.636183,-76.54255,"75","LE3.2",2.3
1991,"VA","May","RAPPAHANNOCK RIVER","LONG POINT (S)",38.767233,-76.17735,"0","ET4.2",0
1992,"VA","May","RAPPAHANNOCK RIVER","LONG POINT (S)",38.767233,-76.17735,"44","ET4.2",0.44
1993,"VA","May","RAPPAHANNOCK RIVER","LONG POINT (S)",38.767233,-76.17735,"0","ET4.2",0
1996,"VA","October","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"68","ET4.2",0.92
1997,"VA","October","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"44","ET4.2",0.76
1998,"VA","October","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"48","RET3.2",0.8
1998,"VA","October","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"48","ET4.2",0.8
1999,"VA","October","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"96","RET3.2",2.24
2000,"VA","October","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"96","RET3.2",2.291666667
2001,"VA","October","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"100","RET3.2",2.92
2002,"VA","October","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"100","RET3.2",2.5
2003,"VA","October","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"72","RET3.2",1.04
2004,"VA","October","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"48","RET3.2",1.28
2005,"VA","October","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"40","RET3.2",1.2
2006,"VA","October","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"36","RET3.2",0.68
2007,"VA","October","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"28","RET3.2",0.52
2008,"VA","October","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"60","RET3.2",1.16
2013,"VA","October","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"36","RET3.2",0.6
2014,"VA","October","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"44","RET3.2",0.72
2015,"VA","October","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"56","RET3.2",0.72
2016,"VA","October","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"64","RET3.2",1.44
2017,"VA","October","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"32","RET3.2",0.48
2018,"VA","October","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"32","RET3.2",0.48
2019,"VA","October","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"28","RET3.2",0.6
2020,"VA","September","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"16","RET3.2",0.16
2021,"VA","September","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"36","RET3.2",0.52
2009,"VA","October","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"48","RET3.2",1.9
2010,"VA","October","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"48","RET3.2",2
2011,"VA","October","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"40","RET3.2",1.5
2012,"VA","October","RAPPAHANNOCK RIVER","LONG ROCK",37.8135,-76.7084,"28","RET3.2",2.3
1991,"VA","October","RAPPAHANNOCK RIVER","MIDDLE GROUND",37.683333,-76.473333,"96","LE3.4",1.36
1993,"VA","September","RAPPAHANNOCK RIVER","MIDDLE GROUND",37.683333,-76.473333,"63","LE3.4",0.84
1998,"VA","October","RAPPAHANNOCK RIVER","MORATTICO",37.780533,-76.658183,"60","LE3.1",0.76
1999,"VA","October","RAPPAHANNOCK RIVER","MORATTICO",37.780533,-76.658183,"100","LE3.1",1.608695652
2000,"VA","October","RAPPAHANNOCK RIVER","MORATTICO",37.780533,-76.658183,"96","LE3.1",2.8
2001,"VA","October","RAPPAHANNOCK RIVER","MORATTICO",37.780533,-76.658183,"100","LE3.1",3.56
2002,"VA","October","RAPPAHANNOCK RIVER","MORATTICO",37.780533,-76.658183,"96","LE3.1",2.64
2003,"VA","October","RAPPAHANNOCK RIVER","MORATTICO",37.780533,-76.658183,"88","LE3.1",1.2
2004,"VA","October","RAPPAHANNOCK RIVER","MORATTICO",37.780533,-76.658183,"76","LE3.1",1.72
2005,"VA","October","RAPPAHANNOCK RIVER","MORATTICO",37.780533,-76.658183,"50","LE3.1",0.833333333
2006,"VA","October","RAPPAHANNOCK RIVER","MORATTICO",37.780533,-76.658183,"64","LE3.1",1.44
2007,"VA","October","RAPPAHANNOCK RIVER","MORATTICO",37.780533,-76.658183,"65","LE3.1",1.434782609
2008,"VA","October","RAPPAHANNOCK RIVER","MORATTICO",37.780533,-76.658183,"75","LE3.1",1.583333333
2013,"VA","October","RAPPAHANNOCK RIVER","MORATTICO",37.780533,-76.658183,"32","LE3.1",0.72
2014,"VA","October","RAPPAHANNOCK RIVER","MORATTICO",37.780533,-76.658183,"16","LE3.1",0.24
2015,"VA","October","RAPPAHANNOCK RIVER","MORATTICO",37.780533,-76.658183,"28","LE3.1",0.52
2016,"VA","October","RAPPAHANNOCK RIVER","MORATTICO",37.780533,-76.658183,"24","LE3.1",0.56
2017,"VA","October","RAPPAHANNOCK RIVER","MORATTICO",37.780533,-76.658183,"52","LE3.1",0.76
2018,"VA","October","RAPPAHANNOCK RIVER","MORATTICO",37.780533,-76.658183,"48","LE3.1",1.04
2019,"VA","October","RAPPAHANNOCK RIVER","MORATTICO",37.780533,-76.658183,"20","LE3.1",0.36
2020,"VA","September","RAPPAHANNOCK RIVER","MORATTICO",37.780533,-76.658183,"12","LE3.1",0.28
2021,"VA","September","RAPPAHANNOCK RIVER","MORATTICO",37.780533,-76.658183,"68","LE3.1",1.16
2009,"VA","October","RAPPAHANNOCK RIVER","MORATTICO",37.780533,-76.658183,"58","LE3.1",1.5
2010,"VA","October","RAPPAHANNOCK RIVER","MORATTICO",37.780533,-76.658183,"84","LE3.1",1.5
2011,"VA","October","RAPPAHANNOCK RIVER","MORATTICO",37.780533,-76.658183,"32","LE3.1",1.6
2012,"VA","October","RAPPAHANNOCK RIVER","MORATTICO",37.780533,-76.658183,"36","LE3.1",1.2
1990,"VA","May","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,"4","LE3.1",0.04
1990,"VA","October","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,"100","LE3.1",2.8
1991,"VA","May","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,"21","LE3.1",0.2
1991,"VA","October","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,"100","LE3.1",2.16
1992,"VA","May","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,"44","LE3.1",0.44
1992,"VA","October","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,"100","LE3.1",2.32
1993,"VA","May","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,"33","LE3.1",0.33
1993,"VA","September","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,"79","LE3.1",2.05
1990,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"100","LE3.2",1.64
1990,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"56","LE3.2",0.56
1991,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"100","LE3.2",1.96
1992,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"100","LE3.2",1.4
1993,"VA","September","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"96","LE3.2",1.52
1996,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"68","LE3.2",1.16
1997,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"96","LE3.2",2.16
1998,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"96","LE3.2",2.375
1998,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"96","LE3.2",2.28
1999,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"100","LE3.2",2.714285714
2000,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"100","LE3.2",4.130434783
2001,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"100","LE3.2",2.68
2002,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"100","LE3.2",2.2
2003,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"88","LE3.2",2
2004,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"92","LE3.2",2.083333333
2005,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"100","LE3.2",3.4
2006,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"92","LE3.2",2.44
2007,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"82","LE3.2",2.363636364
2008,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"96","LE3.2",2.541666667
2013,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"88","LE3.2",2.4
2014,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"76","LE3.2",1.4
2015,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"88","LE3.2",1.76
2016,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"80","LE3.2",2
2017,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"88","LE3.2",1.68
2018,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"60","LE3.2",1.16
2019,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"60","LE3.2",0.92
2020,"VA","September","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"76","LE3.2",1.56
2021,"VA","September","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"92","LE3.2",2.04
2009,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"96","LE3.2",2.3
2010,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"92","LE3.2",2
2011,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"76","LE3.2",2
2012,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"100","LE3.2",2.4
1990,"VA","May","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0","RET3.1",0
1990,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0","RET3.1",0
1991,"VA","April","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0","RET3.1",0
1991,"VA","May","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0","RET3.1",0
1991,"VA","August","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0","RET3.1",0
1991,"VA","September","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0","RET3.1",0
1992,"VA","August","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"4","RET3.1",0.04
1992,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"24","RET3.1",0
1992,"VA","November","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"8","RET3.1",0.24
1993,"VA","April","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"4","RET3.1",0.04
1993,"VA","May","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0","RET3.1",0
1993,"VA","September","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0","RET3.1",0
1996,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"4","RET3.1",0.04
1997,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0","RET3.1",0
1998,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0","RET3.1",0
1998,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0","RET3.1",0
1999,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"4","RET3.1",0.04
2000,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"32","RET3.1",0.48
2001,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"40","RET3.1",0.56
2002,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"8","RET3.1",0.08
2003,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"8","RET3.1",0.08
2004,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"4","RET3.1",0.04
2005,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"100","RET3.1",0
2006,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0","RET3.1",0
2007,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"4","RET3.1",0.04
2008,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"44","RET3.1",0.84
2013,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"8","RET3.1",0.24
2014,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"4","RET3.1",0.041666667
