"MonitoringLocation","SampleDate","Depth","Layer","Parameter","MeasureValue","Unit","Latitude","Longitude","Month","Year"
"EE2.1",NA,0.5,"S","PH",8,"SU",38.41161,-76.1448,NA,NA
"EE2.1",NA,0.5,"S","SALINITY",15.41,"PPT",38.41161,-76.1448,NA,NA
"EE2.1",NA,0.5,"S","WTEMP",21.5,"DEG C",38.41161,-76.1448,NA,NA
"ET8.1",NA,0.5,"S","PH",7.6,"SU",38.08402,-76.49492,NA,NA
"ET8.1",NA,0.5,"S","SALINITY",16.9,"PPT",38.08402,-76.49492,NA,NA
"ET8.1",NA,0.5,"S","WTEMP",18.4,"DEG C",38.08402,-76.49492,NA,NA
"ET4.2",NA,0.5,"S","PH",7.8,"SU",38.59642,-76.12821,NA,NA
"ET4.2",NA,0.5,"S","SALINITY",13.26,"PPT",38.59642,-76.12821,NA,NA
"ET4.2",NA,0.5,"S","WTEMP",19.6,"DEG C",38.59642,-76.12821,NA,NA
"EE3.2",NA,0.5,"S","PH",7.7,"SU",37.57375,-75.5776,NA,NA
"EE3.2",NA,0.5,"S","SALINITY",19.17,"PPT",37.57375,-75.5776,NA,NA
"EE3.2",NA,0.5,"S","WTEMP",22.1,"DEG C",37.57375,-75.5776,NA,NA
"EE1.1",NA,0.5,"S","PH",7.8,"SU",38.52521,-76.13216,NA,NA
"EE1.1",NA,0.5,"S","SALINITY",15.14,"PPT",38.52521,-76.13216,NA,NA
"EE1.1",NA,0.5,"S","WTEMP",21.4,"DEG C",38.52521,-76.13216,NA,NA
"CB4.2C",NA,0.5,"S","PH",8,"SU",38.44362,-76.307,NA,NA
"CB4.2C",NA,0.5,"S","SALINITY",15.88,"PPT",38.44362,-76.307,NA,NA
"CB4.2C",NA,0.5,"S","WTEMP",22.2,"DEG C",38.44362,-76.307,NA,NA
"EE3.3",NA,0.5,"S","PH",7.7,"SU",37.56894,-75.44161,NA,NA
"EE3.3",NA,0.5,"S","SALINITY",21.13,"PPT",37.56894,-75.44161,NA,NA
"EE3.3",NA,0.5,"S","WTEMP",20.7,"DEG C",37.56894,-75.44161,NA,NA
"CB4.4",NA,0.5,"S","PH",8,"SU",38.25808,-76.25741,NA,NA
"CB4.4",NA,0.5,"S","SALINITY",16.97,"PPT",38.25808,-76.25741,NA,NA
"CB4.4",NA,0.5,"S","WTEMP",21.9,"DEG C",38.25808,-76.25741,NA,NA
"CB5.1",NA,0.5,"S","PH",7.9,"SU",38.18787,-76.23682,NA,NA
"CB5.1",NA,0.5,"S","SALINITY",17.45,"PPT",38.18787,-76.23682,NA,NA
"CB5.1",NA,0.5,"S","WTEMP",21.5,"DEG C",38.18787,-76.23682,NA,NA
"CB5.2",NA,0.5,"S","PH",7.9,"SU",38.06568,-76.19446,NA,NA
"CB5.2",NA,0.5,"S","SALINITY",17.73,"PPT",38.06568,-76.19446,NA,NA
"CB5.2",NA,0.5,"S","WTEMP",21.8,"DEG C",38.06568,-76.19446,NA,NA
"EE3.1",NA,0.5,"S","PH",7.6,"SU",38.07116,-76.04566,NA,NA
"EE3.1",NA,0.5,"S","SALINITY",17.93,"PPT",38.07116,-76.04566,NA,NA
"EE3.1",NA,0.5,"S","WTEMP",20.9,"DEG C",38.07116,-76.04566,NA,NA
"EE3.0",NA,0.5,"S","PH",7.6,"SU",38.16532,-76.00854,NA,NA
"EE3.0",NA,0.5,"S","SALINITY",17.31,"PPT",38.16532,-76.00854,NA,NA
"EE3.0",NA,0.5,"S","WTEMP",19.5,"DEG C",38.16532,-76.00854,NA,NA
"LE2.3",NA,0.5,"S","PH",8,"SU",38.02988,-76.20036,NA,NA
"LE2.3",NA,0.5,"S","SALINITY",16.56,"PPT",38.02988,-76.20036,NA,NA
"LE2.3",NA,0.5,"S","WTEMP",21.6,"DEG C",38.02988,-76.20036,NA,NA
"ET6.2",NA,0.5,"S","PH",7.5,"SU",39.17383,-76.55262,NA,NA
"ET6.2",NA,0.5,"S","SALINITY",12.79,"PPT",39.17383,-76.55262,NA,NA
"ET6.2",NA,0.5,"S","WTEMP",20.1,"DEG C",39.17383,-76.55262,NA,NA
"LE2.2",NA,0.5,"S","PH",7.8,"SU",38.09142,-76.36003,NA,NA
"LE2.2",NA,0.5,"S","SALINITY",16.22,"PPT",38.09142,-76.36003,NA,NA
"LE2.2",NA,0.5,"S","WTEMP",19.5,"DEG C",38.09142,-76.36003,NA,NA
"CB5.1",NA,0.5,"S","PH",8,"SU",38.18787,-76.23682,NA,NA
"CB5.1",NA,0.5,"S","SALINITY",18.83,"PPT",38.18787,-76.23682,NA,NA
"CB5.1",NA,0.5,"S","WTEMP",17.1,"DEG C",38.18787,-76.23682,NA,NA
"LE1.1",NA,0.5,"S","PH",8,"SU",38.24308,-76.3367,NA,NA
"LE1.1",NA,0.5,"S","SALINITY",15.54,"PPT",38.24308,-76.3367,NA,NA
"LE1.1",NA,0.5,"S","WTEMP",16.4,"DEG C",38.24308,-76.3367,NA,NA
"EE3.1",NA,0.5,"S","PH",7.8,"SU",38.07116,-76.04566,NA,NA
"EE3.1",NA,0.5,"S","SALINITY",18.35,"PPT",38.07116,-76.04566,NA,NA
"EE3.1",NA,0.5,"S","WTEMP",15.9,"DEG C",38.07116,-76.04566,NA,NA
"LE2.2",NA,0.5,"S","PH",7.8,"SU",38.09142,-76.36003,NA,NA
"LE2.2",NA,0.5,"S","SALINITY",16.7,"PPT",38.09142,-76.36003,NA,NA
"LE2.2",NA,0.5,"S","WTEMP",17,"DEG C",38.09142,-76.36003,NA,NA
"LE2.3",NA,0.5,"S","PH",7.9,"SU",38.02988,-76.20036,NA,NA
"LE2.3",NA,0.5,"S","SALINITY",17.86,"PPT",38.02988,-76.20036,NA,NA
"LE2.3",NA,0.5,"S","WTEMP",17.3,"DEG C",38.02988,-76.20036,NA,NA
"EE3.2",NA,0.5,"S","PH",7.9,"SU",37.57375,-75.5776,NA,NA
"EE3.2",NA,0.5,"S","SALINITY",20.22,"PPT",37.57375,-75.5776,NA,NA
"EE3.2",NA,0.5,"S","WTEMP",16.7,"DEG C",37.57375,-75.5776,NA,NA
"CB5.2",NA,0.5,"S","PH",8,"SU",38.06568,-76.19446,NA,NA
"CB5.2",NA,0.5,"S","SALINITY",18.14,"PPT",38.06568,-76.19446,NA,NA
"CB5.2",NA,0.5,"S","WTEMP",17.4,"DEG C",38.06568,-76.19446,NA,NA
"EE3.3",NA,0.5,"S","PH",7.8,"SU",37.56894,-75.44161,NA,NA
"EE3.3",NA,0.5,"S","SALINITY",20.57,"PPT",37.56894,-75.44161,NA,NA
"EE3.3",NA,0.5,"S","WTEMP",16,"DEG C",37.56894,-75.44161,NA,NA
"CB5.1",NA,0.5,"S","PH",8,"SU",38.18787,-76.23682,NA,NA
"CB5.1",NA,0.5,"S","SALINITY",17.86,"PPT",38.18787,-76.23682,NA,NA
"CB5.1",NA,0.5,"S","WTEMP",17,"DEG C",38.18787,-76.23682,NA,NA
"CB4.4",NA,0.5,"S","PH",8.1,"SU",38.25808,-76.25741,NA,NA
"CB4.4",NA,0.5,"S","SALINITY",16.43,"PPT",38.25808,-76.25741,NA,NA
"CB4.4",NA,0.5,"S","WTEMP",16.8,"DEG C",38.25808,-76.25741,NA,NA
"CB4.2C",NA,0.5,"S","PH",7.4,"SU",38.44362,-76.307,NA,NA
"CB4.2C",NA,0.5,"S","SALINITY",16.43,"PPT",38.44362,-76.307,NA,NA
"CB4.2C",NA,0.5,"S","WTEMP",16.7,"DEG C",38.44362,-76.307,NA,NA
"EE2.2",NA,0.5,"S","PH",8,"SU",38.31942,-76.14587,NA,NA
"EE2.2",NA,0.5,"S","SALINITY",16.77,"PPT",38.31942,-76.14587,NA,NA
"EE2.2",NA,0.5,"S","WTEMP",16.2,"DEG C",38.31942,-76.14587,NA,NA
"EE1.1",NA,0.5,"S","PH",7.8,"SU",38.52521,-76.13216,NA,NA
"EE1.1",NA,0.5,"S","SALINITY",15.75,"PPT",38.52521,-76.13216,NA,NA
"EE1.1",NA,0.5,"S","WTEMP",16,"DEG C",38.52521,-76.13216,NA,NA
"ET5.2",NA,0.5,"S","PH",7.8,"SU",38.39502,-76.11291,NA,NA
"ET5.2",NA,0.5,"S","SALINITY",14.4,"PPT",38.39502,-76.11291,NA,NA
"ET5.2",NA,0.5,"S","WTEMP",15.9,"DEG C",38.39502,-76.11291,NA,NA
"ET4.2",NA,0.5,"S","PH",7.9,"SU",38.59642,-76.12821,NA,NA
"ET4.2",NA,0.5,"S","SALINITY",13.73,"PPT",38.59642,-76.12821,NA,NA
"ET4.2",NA,0.5,"S","WTEMP",15.9,"DEG C",38.59642,-76.12821,NA,NA
"CB3.3W",NA,0.5,"S","PH",8,"SU",38.58124,-76.25159,NA,NA
"CB3.3W",NA,0.5,"S","SALINITY",13.99,"PPT",38.58124,-76.25159,NA,NA
"CB3.3W",NA,0.5,"S","WTEMP",16.9,"DEG C",38.58124,-76.25159,NA,NA
"CB3.2",NA,0.5,"S","PH",7.5,"SU",39.08397,-76.18145,NA,NA
"CB3.2",NA,0.5,"S","SALINITY",10.5,"PPT",39.08397,-76.18145,NA,NA
"CB3.2",NA,0.5,"S","WTEMP",15.5,"DEG C",39.08397,-76.18145,NA,NA
"CB5.1",NA,0.5,"S","PH",8,"SU",38.18787,-76.23682,NA,NA
"CB5.1",NA,0.5,"S","SALINITY",18.83,"PPT",38.18787,-76.23682,NA,NA
"CB5.1",NA,0.5,"S","WTEMP",15.4,"DEG C",38.18787,-76.23682,NA,NA
"LE1.1",NA,0.5,"S","PH",7.8,"SU",38.24308,-76.3367,NA,NA
"LE1.1",NA,0.5,"S","SALINITY",15.27,"PPT",38.24308,-76.3367,NA,NA
"LE1.1",NA,0.5,"S","WTEMP",15.1,"DEG C",38.24308,-76.3367,NA,NA
"LE2.3",NA,0.5,"S","PH",7.9,"SU",38.02988,-76.20036,NA,NA
"LE2.3",NA,0.5,"S","SALINITY",18.35,"PPT",38.02988,-76.20036,NA,NA
"LE2.3",NA,0.5,"S","WTEMP",12.3,"DEG C",38.02988,-76.20036,NA,NA
"LE2.2",NA,0.5,"S","PH",7.9,"SU",38.09142,-76.36003,NA,NA
"LE2.2",NA,0.5,"S","SALINITY",16.22,"PPT",38.09142,-76.36003,NA,NA
"LE2.2",NA,0.5,"S","WTEMP",11.2,"DEG C",38.09142,-76.36003,NA,NA
"CB5.2",NA,0.5,"S","PH",7.9,"SU",38.06568,-76.19446,NA,NA
"CB5.2",NA,0.5,"S","SALINITY",18.28,"PPT",38.06568,-76.19446,NA,NA
"CB5.2",NA,0.5,"S","WTEMP",12.3,"DEG C",38.06568,-76.19446,NA,NA
"ET8.1",NA,0.5,"S","PH",7.9,"SU",38.08402,-76.49492,NA,NA
"ET8.1",NA,0.5,"S","SALINITY",18.9,"PPT",38.08402,-76.49492,NA,NA
"ET8.1",NA,0.5,"S","WTEMP",8.3,"DEG C",38.08402,-76.49492,NA,NA
"EE3.2",NA,0.5,"S","PH",7.9,"SU",37.57375,-75.5776,NA,NA
"EE3.2",NA,0.5,"S","SALINITY",21.2,"PPT",37.57375,-75.5776,NA,NA
"EE3.2",NA,0.5,"S","WTEMP",11.6,"DEG C",37.57375,-75.5776,NA,NA
"CB5.1",NA,0.5,"S","PH",7.9,"SU",38.18787,-76.23682,NA,NA
"CB5.1",NA,0.5,"S","SALINITY",17.52,"PPT",38.18787,-76.23682,NA,NA
"CB5.1",NA,0.5,"S","WTEMP",12.5,"DEG C",38.18787,-76.23682,NA,NA
"CB4.4",NA,0.5,"S","PH",7.9,"SU",38.25808,-76.25741,NA,NA
"CB4.4",NA,0.5,"S","SALINITY",18.83,"PPT",38.25808,-76.25741,NA,NA
"CB4.4",NA,0.5,"S","WTEMP",12.4,"DEG C",38.25808,-76.25741,NA,NA
"EE3.3",NA,0.5,"S","PH",7.9,"SU",37.56894,-75.44161,NA,NA
"EE3.3",NA,0.5,"S","SALINITY",22.18,"PPT",37.56894,-75.44161,NA,NA
"EE3.3",NA,0.5,"S","WTEMP",10.4,"DEG C",37.56894,-75.44161,NA,NA
"ET5.2",NA,0.5,"S","PH",7.6,"SU",38.39502,-76.11291,NA,NA
"ET5.2",NA,0.5,"S","SALINITY",14.73,"PPT",38.39502,-76.11291,NA,NA
"ET5.2",NA,0.5,"S","WTEMP",9.8,"DEG C",38.39502,-76.11291,NA,NA
"CB4.2C",NA,0.5,"S","PH",7.2,"SU",38.44362,-76.307,NA,NA
"CB4.2C",NA,0.5,"S","SALINITY",17.45,"PPT",38.44362,-76.307,NA,NA
"CB4.2C",NA,0.5,"S","WTEMP",11.7,"DEG C",38.44362,-76.307,NA,NA
"EE3.1",NA,0.5,"S","PH",7.8,"SU",38.07116,-76.04566,NA,NA
"EE3.1",NA,0.5,"S","SALINITY",18.9,"PPT",38.07116,-76.04566,NA,NA
"EE3.1",NA,0.5,"S","WTEMP",10,"DEG C",38.07116,-76.04566,NA,NA
"EE3.0",NA,0.5,"S","PH",7.9,"SU",38.16532,-76.00854,NA,NA
"EE3.0",NA,0.5,"S","SALINITY",17.79,"PPT",38.16532,-76.00854,NA,NA
"EE3.0",NA,0.5,"S","WTEMP",8.4,"DEG C",38.16532,-76.00854,NA,NA
"ET6.2",NA,0.5,"S","PH",7.5,"SU",39.17383,-76.55262,NA,NA
"ET6.2",NA,0.5,"S","SALINITY",13.13,"PPT",39.17383,-76.55262,NA,NA
"ET6.2",NA,0.5,"S","WTEMP",9.7,"DEG C",39.17383,-76.55262,NA,NA
"ET4.2",NA,0.5,"S","PH",7.8,"SU",38.59642,-76.12821,NA,NA
"ET4.2",NA,0.5,"S","SALINITY",15.07,"PPT",38.59642,-76.12821,NA,NA
"ET4.2",NA,0.5,"S","WTEMP",9.7,"DEG C",38.59642,-76.12821,NA,NA
"CB3.3W",NA,0.5,"S","PH",6.8,"SU",38.58124,-76.25159,NA,NA
"CB3.3W",NA,0.5,"S","SALINITY",13.86,"PPT",38.58124,-76.25159,NA,NA
"CB3.3W",NA,0.5,"S","WTEMP",10.6,"DEG C",38.58124,-76.25159,NA,NA
"CB3.2",NA,0.5,"S","PH",7.8,"SU",39.08397,-76.18145,NA,NA
"CB3.2",NA,0.5,"S","SALINITY",7.14,"PPT",39.08397,-76.18145,NA,NA
"CB3.2",NA,0.5,"S","WTEMP",9.7,"DEG C",39.08397,-76.18145,NA,NA
"EE1.1",NA,0.5,"S","PH",7.8,"SU",38.52521,-76.13216,NA,NA
"EE1.1",NA,0.5,"S","SALINITY",17.73,"PPT",38.52521,-76.13216,NA,NA
"EE1.1",NA,0.5,"S","WTEMP",9.1,"DEG C",38.52521,-76.13216,NA,NA
"EE2.2",NA,0.5,"S","PH",7.8,"SU",38.31942,-76.14587,NA,NA
"EE2.2",NA,0.5,"S","SALINITY",18.21,"PPT",38.31942,-76.14587,NA,NA
"EE2.2",NA,0.5,"S","WTEMP",9.1,"DEG C",38.31942,-76.14587,NA,NA
"EE2.1",NA,0.5,"S","PH",7.8,"SU",38.41161,-76.1448,NA,NA
"EE2.1",NA,0.5,"S","SALINITY",17.79,"PPT",38.41161,-76.1448,NA,NA
"EE2.1",NA,0.5,"S","WTEMP",9.6,"DEG C",38.41161,-76.1448,NA,NA
"CB5.1",NA,0.5,"S","PH",8.1,"SU",38.18787,-76.23682,NA,NA
"CB5.1",NA,0.5,"S","SALINITY",14.06,"PPT",38.18787,-76.23682,NA,NA
"CB5.1",NA,0.5,"S","WTEMP",9.2,"DEG C",38.18787,-76.23682,NA,NA
"LE1.1",NA,0.5,"S","PH",8.2,"SU",38.24308,-76.3367,NA,NA
"LE1.1",NA,0.5,"S","SALINITY",14.06,"PPT",38.24308,-76.3367,NA,NA
"LE1.1",NA,0.5,"S","WTEMP",9,"DEG C",38.24308,-76.3367,NA,NA
"LE2.2",NA,0.5,"S","PH",8.3,"SU",38.09142,-76.36003,NA,NA
"LE2.2",NA,0.5,"S","SALINITY",15.07,"PPT",38.09142,-76.36003,NA,NA
"LE2.2",NA,0.5,"S","WTEMP",7.9,"DEG C",38.09142,-76.36003,NA,NA
"LE2.3",NA,0.5,"S","PH",8,"SU",38.02988,-76.20036,NA,NA
"LE2.3",NA,0.5,"S","SALINITY",15.41,"PPT",38.02988,-76.20036,NA,NA
"LE2.3",NA,0.5,"S","WTEMP",8.3,"DEG C",38.02988,-76.20036,NA,NA
"CB5.2",NA,0.5,"S","PH",8,"SU",38.06568,-76.19446,NA,NA
"CB5.2",NA,0.5,"S","SALINITY",16.02,"PPT",38.06568,-76.19446,NA,NA
"CB5.2",NA,0.5,"S","WTEMP",8.5,"DEG C",38.06568,-76.19446,NA,NA
"ET8.1",NA,0.5,"S","PH",7.8,"SU",38.08402,-76.49492,NA,NA
"ET8.1",NA,0.5,"S","SALINITY",17.59,"PPT",38.08402,-76.49492,NA,NA
"ET8.1",NA,0.5,"S","WTEMP",6.7,"DEG C",38.08402,-76.49492,NA,NA
"EE3.2",NA,0.5,"S","PH",7.8,"SU",37.57375,-75.5776,NA,NA
"EE3.2",NA,0.5,"S","SALINITY",20.43,"PPT",37.57375,-75.5776,NA,NA
"EE3.2",NA,0.5,"S","WTEMP",8.6,"DEG C",37.57375,-75.5776,NA,NA
"CB5.1",NA,0.5,"S","PH",8,"SU",38.18787,-76.23682,NA,NA
"CB5.1",NA,0.5,"S","SALINITY",15.88,"PPT",38.18787,-76.23682,NA,NA
"CB5.1",NA,0.5,"S","WTEMP",8.2,"DEG C",38.18787,-76.23682,NA,NA
"CB4.4",NA,0.5,"S","PH",8.1,"SU",38.25808,-76.25741,NA,NA
"CB4.4",NA,0.5,"S","SALINITY",14.13,"PPT",38.25808,-76.25741,NA,NA
"CB4.4",NA,0.5,"S","WTEMP",7.8,"DEG C",38.25808,-76.25741,NA,NA
"EE3.3",NA,0.5,"S","PH",7.8,"SU",37.56894,-75.44161,NA,NA
"EE3.3",NA,0.5,"S","SALINITY",21.41,"PPT",37.56894,-75.44161,NA,NA
"EE3.3",NA,0.5,"S","WTEMP",7.8,"DEG C",37.56894,-75.44161,NA,NA
"ET5.2",NA,0.5,"S","PH",7.9,"SU",38.39502,-76.11291,NA,NA
"ET5.2",NA,0.5,"S","SALINITY",14.4,"PPT",38.39502,-76.11291,NA,NA
"ET5.2",NA,0.5,"S","WTEMP",7.1,"DEG C",38.39502,-76.11291,NA,NA
"CB4.2C",NA,0.5,"S","PH",7.9,"SU",38.44362,-76.307,NA,NA
"CB4.2C",NA,0.5,"S","SALINITY",13.26,"PPT",38.44362,-76.307,NA,NA
"CB4.2C",NA,0.5,"S","WTEMP",7.8,"DEG C",38.44362,-76.307,NA,NA
"ET4.2",NA,0.5,"S","PH",8.1,"SU",38.59642,-76.12821,NA,NA
"ET4.2",NA,0.5,"S","SALINITY",9.46,"PPT",38.59642,-76.12821,NA,NA
"ET4.2",NA,0.5,"S","WTEMP",6.5,"DEG C",38.59642,-76.12821,NA,NA
"EE2.2",NA,0.5,"S","PH",8.4,"SU",38.31942,-76.14587,NA,NA
"EE2.2",NA,0.5,"S","SALINITY",14.87,"PPT",38.31942,-76.14587,NA,NA
"EE2.2",NA,0.5,"S","WTEMP",7.5,"DEG C",38.31942,-76.14587,NA,NA
"EE1.1",NA,0.5,"S","PH",8,"SU",38.52521,-76.13216,NA,NA
"EE1.1",NA,0.5,"S","SALINITY",13.79,"PPT",38.52521,-76.13216,NA,NA
"EE1.1",NA,0.5,"S","WTEMP",7.2,"DEG C",38.52521,-76.13216,NA,NA
"CB3.3W",NA,0.5,"S","PH",8.2,"SU",38.58124,-76.25159,NA,NA
"CB3.3W",NA,0.5,"S","SALINITY",9.2,"PPT",38.58124,-76.25159,NA,NA
"CB3.3W",NA,0.5,"S","WTEMP",7.1,"DEG C",38.58124,-76.25159,NA,NA
"CB3.2",NA,0.5,"S","PH",6.6,"SU",39.08397,-76.18145,NA,NA
"CB3.2",NA,0.5,"S","SALINITY",3.76,"PPT",39.08397,-76.18145,NA,NA
"CB3.2",NA,0.5,"S","WTEMP",6.7,"DEG C",39.08397,-76.18145,NA,NA
"EE3.1",NA,0.5,"S","PH",7.8,"SU",38.07116,-76.04566,NA,NA
"EE3.1",NA,0.5,"S","SALINITY",17.93,"PPT",38.07116,-76.04566,NA,NA
"EE3.1",NA,0.5,"S","WTEMP",5.2,"DEG C",38.07116,-76.04566,NA,NA
"EE2.1",NA,0.5,"S","PH",8.3,"SU",38.41161,-76.1448,NA,NA
"EE2.1",NA,0.5,"S","SALINITY",15,"PPT",38.41161,-76.1448,NA,NA
"EE2.1",NA,0.5,"S","WTEMP",5.6,"DEG C",38.41161,-76.1448,NA,NA
"ET6.2",NA,0.5,"S","PH",7.6,"SU",39.17383,-76.55262,NA,NA
"ET6.2",NA,0.5,"S","SALINITY",13.06,"PPT",39.17383,-76.55262,NA,NA
"ET6.2",NA,0.5,"S","WTEMP",4.5,"DEG C",39.17383,-76.55262,NA,NA
"EE3.0",NA,0.5,"S","PH",7.8,"SU",38.16532,-76.00854,NA,NA
"EE3.0",NA,0.5,"S","SALINITY",16.94,"PPT",38.16532,-76.00854,NA,NA
"EE3.0",NA,0.5,"S","WTEMP",4.7,"DEG C",38.16532,-76.00854,NA,NA
"EE3.3",NA,0.5,"S","PH",7.9,"SU",37.56894,-75.44161,NA,NA
"EE3.3",NA,0.5,"S","SALINITY",19.73,"PPT",37.56894,-75.44161,NA,NA
"EE3.3",NA,0.5,"S","WTEMP",3.5,"DEG C",37.56894,-75.44161,NA,NA
"EE3.2",NA,0.5,"S","PH",8,"SU",37.57375,-75.5776,NA,NA
"EE3.2",NA,0.5,"S","SALINITY",18.55,"PPT",37.57375,-75.5776,NA,NA
"EE3.2",NA,0.5,"S","WTEMP",4.3,"DEG C",37.57375,-75.5776,NA,NA
"LE2.2",NA,0.5,"S","PH",8.2,"SU",38.09142,-76.36003,NA,NA
"LE2.2",NA,0.5,"S","SALINITY",12.97,"PPT",38.09142,-76.36003,NA,NA
"LE2.2",NA,0.5,"S","WTEMP",4.2,"DEG C",38.09142,-76.36003,NA,NA
"ET8.1",NA,0.5,"S","PH",7.4,"SU",38.08402,-76.49492,NA,NA
"ET8.1",NA,0.5,"S","SALINITY",12.4,"PPT",38.08402,-76.49492,NA,NA
"ET8.1",NA,0.5,"S","WTEMP",2.2,"DEG C",38.08402,-76.49492,NA,NA
"LE2.3",NA,0.5,"S","PH",8,"SU",38.02988,-76.20036,NA,NA
"LE2.3",NA,0.5,"S","SALINITY",15.07,"PPT",38.02988,-76.20036,NA,NA
"LE2.3",NA,0.5,"S","WTEMP",4.8,"DEG C",38.02988,-76.20036,NA,NA
"CB5.2",NA,0.5,"S","PH",8,"SU",38.06568,-76.19446,NA,NA
"CB5.2",NA,0.5,"S","SALINITY",15.07,"PPT",38.06568,-76.19446,NA,NA
"CB5.2",NA,0.5,"S","WTEMP",4.9,"DEG C",38.06568,-76.19446,NA,NA
"EE3.1",NA,0.5,"S","PH",7.8,"SU",38.07116,-76.04566,NA,NA
"EE3.1",NA,0.5,"S","SALINITY",16.7,"PPT",38.07116,-76.04566,NA,NA
"EE3.1",NA,0.5,"S","WTEMP",3.7,"DEG C",38.07116,-76.04566,NA,NA
"CB5.1",NA,0.5,"S","PH",7.9,"SU",38.18787,-76.23682,NA,NA
"CB5.1",NA,0.5,"S","SALINITY",16.29,"PPT",38.18787,-76.23682,NA,NA
"CB5.1",NA,0.5,"S","WTEMP",5,"DEG C",38.18787,-76.23682,NA,NA
"ET6.2",NA,0.5,"S","PH",7,"SU",39.17383,-76.55262,NA,NA
"ET6.2",NA,0.5,"S","SALINITY",6.99,"PPT",39.17383,-76.55262,NA,NA
"ET6.2",NA,0.5,"S","WTEMP",3.2,"DEG C",39.17383,-76.55262,NA,NA
"CB4.4",NA,0.5,"S","PH",7.9,"SU",38.25808,-76.25741,NA,NA
"CB4.4",NA,0.5,"S","SALINITY",16.36,"PPT",38.25808,-76.25741,NA,NA
"CB4.4",NA,0.5,"S","WTEMP",5.3,"DEG C",38.25808,-76.25741,NA,NA
"EE3.0",NA,0.5,"S","PH",7.4,"SU",38.16532,-76.00854,NA,NA
"EE3.0",NA,0.5,"S","SALINITY",12.93,"PPT",38.16532,-76.00854,NA,NA
"EE3.0",NA,0.5,"S","WTEMP",2.8,"DEG C",38.16532,-76.00854,NA,NA
"EE2.2",NA,0.5,"S","PH",8,"SU",38.31942,-76.14587,NA,NA
"EE2.2",NA,0.5,"S","SALINITY",15.41,"PPT",38.31942,-76.14587,NA,NA
"EE2.2",NA,0.5,"S","WTEMP",3.1,"DEG C",38.31942,-76.14587,NA,NA
"EE2.1",NA,0.5,"S","PH",7.7,"SU",38.41161,-76.1448,NA,NA
"EE2.1",NA,0.5,"S","SALINITY",15.27,"PPT",38.41161,-76.1448,NA,NA
"EE2.1",NA,0.5,"S","WTEMP",4.2,"DEG C",38.41161,-76.1448,NA,NA
"ET5.2",NA,0.5,"AP","PH",7.6,"SU",38.39502,-76.11291,NA,NA
"ET5.2",NA,0.5,"AP","SALINITY",8.82,"PPT",38.39502,-76.11291,NA,NA
"ET5.2",NA,0.5,"AP","WTEMP",2.1,"DEG C",38.39502,-76.11291,NA,NA
"ET5.2",NA,0.5,"S","PH",7.6,"SU",38.39502,-76.11291,NA,NA
"ET5.2",NA,0.5,"S","SALINITY",8.82,"PPT",38.39502,-76.11291,NA,NA
"ET5.2",NA,0.5,"S","WTEMP",2.1,"DEG C",38.39502,-76.11291,NA,NA
"CB4.2C",NA,0.5,"S","PH",7.9,"SU",38.44362,-76.307,NA,NA
"CB4.2C",NA,0.5,"S","SALINITY",13.73,"PPT",38.44362,-76.307,NA,NA
"CB4.2C",NA,0.5,"S","WTEMP",4.7,"DEG C",38.44362,-76.307,NA,NA
"EE1.1",NA,0.5,"S","PH",7.8,"SU",38.52521,-76.13216,NA,NA
"EE1.1",NA,0.5,"S","SALINITY",15.41,"PPT",38.52521,-76.13216,NA,NA
"EE1.1",NA,0.5,"S","WTEMP",3.8,"DEG C",38.52521,-76.13216,NA,NA
"ET4.2",NA,0.5,"S","PH",7.8,"SU",38.59642,-76.12821,NA,NA
"ET4.2",NA,0.5,"S","SALINITY",11.34,"PPT",38.59642,-76.12821,NA,NA
"ET4.2",NA,0.5,"S","WTEMP",3.5,"DEG C",38.59642,-76.12821,NA,NA
"CB3.3W",NA,0.5,"S","PH",7.8,"SU",38.58124,-76.25159,NA,NA
"CB3.3W",NA,0.5,"S","SALINITY",10.63,"PPT",38.58124,-76.25159,NA,NA
"CB3.3W",NA,0.5,"S","WTEMP",4.2,"DEG C",38.58124,-76.25159,NA,NA
"CB3.2",NA,0.5,"S","PH",7.8,"SU",39.08397,-76.18145,NA,NA
"CB3.2",NA,0.5,"S","SALINITY",8.28,"PPT",39.08397,-76.18145,NA,NA
"CB3.2",NA,0.5,"S","WTEMP",3.6,"DEG C",39.08397,-76.18145,NA,NA
"CB5.1",NA,0.5,"S","PH",8,"SU",38.18787,-76.23682,NA,NA
"CB5.1",NA,0.5,"S","SALINITY",15.41,"PPT",38.18787,-76.23682,NA,NA
"CB5.1",NA,0.5,"S","WTEMP",4.3,"DEG C",38.18787,-76.23682,NA,NA
"LE1.1",NA,0.5,"S","PH",8.3,"SU",38.24308,-76.3367,NA,NA
"LE1.1",NA,0.5,"S","SALINITY",12.64,"PPT",38.24308,-76.3367,NA,NA
"LE1.1",NA,0.5,"S","WTEMP",4.5,"DEG C",38.24308,-76.3367,NA,NA
"CB5.1",NA,0.5,"S","PH",8,"SU",38.18787,-76.23682,NA,NA
"CB5.1",NA,0.5,"S","SALINITY",16.58,"PPT",38.18787,-76.23682,NA,NA
"CB5.1",NA,0.5,"S","WTEMP",1.7,"DEG C",38.18787,-76.23682,NA,NA
